0.000000000000000000e+00 -2.868121227535218656e-02 -2.649675531952454255e-02 1.353854701058363787e-02 2.820503910105197007e-02 -4.862723036387362092e-03 3.506782160044915643e-03 5.866777903972645973e-03 1.092977048869835338e-04 6.232448225483765364e-04
1.000000000000000056e-01 1.566382070684389505e-01 -1.639525200808583487e-03 -7.262733388467262213e-04 -1.536508297997760467e-02 3.267879694511536398e-03 -1.453011139218929500e-03 -4.808798381229082569e-03 -1.043911148757317026e-02 -9.060952998446234266e-03
2.000000000000000111e-01 -1.631601093389938306e-01 -6.242550664357304768e-02 -3.098458673531789831e-02 1.178406760933753405e-03 -1.899592240491083939e-02 -2.625999924373170064e-02 -1.478573522696666025e-02 -1.302327312356580877e-02 -1.513965533872541069e-02
3.000000000000000444e-01 -7.658086675396907905e-02 -2.908060961826500201e-02 -1.161296924122928384e-02 1.396771513875080806e-02 -3.120267917300013211e-02 -3.245383276621575941e-02 -2.073989987838792057e-02 -2.034680619815125435e-02 -1.947763918482128126e-02
4.000000000000000222e-01 1.967227179347027718e-02 -8.387156390482881918e-02 1.430294534596310632e-02 -2.865930313833440699e-02 -2.880523389345477844e-02 -1.842915175529832514e-02 -2.373932298570605517e-02 -2.071395095987639198e-02 -2.131681866595285663e-02
5.000000000000000000e-01 -1.244356228437138029e-01 1.576020573050786189e-02 -1.823193415022937927e-02 -2.608610679490031350e-02 -1.390182362210450745e-02 -2.111423566287962822e-02 -2.132101587892468175e-02 -2.132903420374285958e-02 -2.042295329242183738e-02
6.000000000000000888e-01 1.559273082126260701e-01 -7.223673131234509270e-02 -1.157441561558591320e-02 -1.643092167086369904e-02 -2.710251980397516969e-02 -3.330303672579347507e-02 -1.650664886045182661e-02 -1.665789482374760086e-02 -1.653967909954918991e-02
7.000000000000000666e-01 1.310366146684449062e-01 -8.057384393665278921e-02 1.119506689460874824e-02 -1.016935140016769420e-02 -2.205724634610610468e-02 -2.019200596035104767e-02 -1.210996281617359588e-02 -1.133741835450313706e-02 -1.261810730890019876e-02
8.000000000000000444e-01 -1.334254306855600647e-02 5.811209482232726486e-02 2.592857125159029469e-02 -1.738463119707149909e-02 -1.686457470415714255e-02 -6.262468342524227065e-03 -5.072797377454195920e-03 -3.862543609848990717e-03 -4.181930290981774635e-03
9.000000000000000222e-01 -2.841725221141398056e-02 -3.546712223683950310e-02 -5.108645719350778103e-02 1.540749075903803320e-02 7.755390664391060423e-03 9.634738652263764164e-03 2.076026144651779183e-03 2.497545652844936851e-03 4.716837186597411767e-03
1.000000000000000000e+00 -1.852095874248263496e-01 1.202470375381134438e-01 9.180716888906551021e-02 2.619780503375142636e-02 1.807581170195477968e-02 1.833890746134010652e-02 1.821926917161191192e-02 1.550012043201897012e-02 1.550025273437704958e-02
1.100000000000000089e+00 5.588234948904576699e-02 -8.907371760610104106e-02 4.913587941843031159e-02 9.243943558985268788e-03 3.027423224470138230e-02 2.429829802110942266e-02 2.608153210602549496e-02 2.744461915279919340e-02 2.971701490380293173e-02
1.200000000000000178e+00 -9.075775599629762325e-02 1.467758246463609639e-01 3.862214937695442052e-02 1.202758326502862893e-02 3.326617511631942831e-02 3.815831906182037131e-02 3.545010111397918495e-02 4.089417745506058327e-02 3.974094072859560983e-02
1.300000000000000044e+00 1.791430936557723008e-01 2.919497077680495781e-02 5.247927696561067307e-02 5.155020904956286038e-02 4.552974613354068834e-02 6.054696640226057969e-02 5.618706354881124881e-02 5.594355069292556576e-02 5.364325265182505464e-02
1.400000000000000133e+00 1.302373547879398796e-01 1.725944201389931210e-01 1.386909823603551528e-01 8.488111805185435954e-02 7.130298851200028709e-02 7.205345137049951054e-02 6.976908617649889288e-02 7.245181055964912409e-02 7.043301203816586253e-02
1.500000000000000000e+00 1.778578605248465616e-01 5.082308647385333500e-02 4.835184981675357679e-02 8.150292091733736533e-02 6.807363269785296489e-02 7.993310154218548347e-02 8.778992035455246423e-02 8.696892343406273373e-02 8.490376563178454739e-02
1.600000000000000089e+00 1.553589913381381860e-01 1.332534260375908275e-01 5.571389916151580496e-02 1.027079560664134333e-01 9.496583598196656206e-02 1.063871973426163409e-01 1.057131058755425984e-01 1.035333711125335648e-01 1.022003585395539205e-01
1.700000000000000178e+00 1.757611553235538249e-01 1.158868136115306646e-01 1.029424522705782719e-01 1.076077312550204335e-01 1.092548883865869513e-01 1.173546674648727056e-01 1.128309591108537929e-01 1.159795044372435580e-01 1.185559299062097227e-01
